Physics,Maths,Chemistry,Biology,Mean,Locality,Budget,Entrance,prev_stream,College_Section
27,34,26,32,44.0,Pune,70000.0,101,Diploma,2
59,60,58,58,68.2,Pune,70000.0,106,Arts,2
49,58,48,60,76.0,Nashik,130000.0,165,Arts,2
69,58,68,53,75.8,Nashik,40000.0,131,Diploma,2
61,66,60,61,82.6,Nashik,70000.0,165,Diploma,2
44,64,43,58,67.2,Mumbai,40000.0,127,Diploma,2
73,84,72,85,92.6,Pune,120000.0,149,Arts,2
84,77,83,71,98.8,Nashik,150000.0,179,Arts,2
45,73,44,70,81.2,Mumbai,190000.0,174,Diploma,2
74,74,73,72,82.0,Mumbai,100000.0,117,Diploma,2
82,97,81,96,103.2,Mumbai,130000.0,160,Diploma,2
59,70,58,73,73.0,Pune,120000.0,105,Diploma,2
46,43,45,41,60.0,Mumbai,180000.0,125,Arts,2
80,90,79,82,87.8,Mumbai,10000.0,108,Arts,2
85,95,84,100,86.2,Mumbai,90000.0,67,Diploma,2
71,83,70,77,93.2,Mumbai,170000.0,165,Diploma,2
66,64,65,62,73.8,Pune,160000.0,112,Diploma,2
80,86,79,83,87.6,Pune,110000.0,110,Commerce,2
87,100,86,95,101.0,Pune,170000.0,137,Commerce,2
79,81,78,71,87.4,Pune,70000.0,128,Arts,2
38,49,37,45,65.0,Mumbai,10000.0,156,Arts,2
38,43,37,43,53.4,Nashik,50000.0,106,Arts,2
67,76,66,75,75.2,Pune,20000.0,92,Science,2
64,73,63,70,79.2,Mumbai,150000.0,126,Arts,2
57,78,56,67,73.6,Nashik,90000.0,110,Arts,2
62,64,61,64,89.4,Nashik,80000.0,196,Diploma,2
73,70,72,75,91.0,Pune,130000.0,165,Diploma,2
73,67,72,59,69.0,Pune,150000.0,74,Diploma,2
77,68,76,77,79.2,Mumbai,30000.0,98,Diploma,2
76,67,75,67,85.8,Nashik,100000.0,144,Commerce,2
57,54,56,56,66.8,Nashik,50000.0,111,Diploma,2
65,74,64,77,95.4,Pune,70000.0,197,Diploma,2
48,45,47,41,52.2,Nashik,160000.0,80,Commerce,2
50,67,49,63,69.0,Nashik,10000.0,116,Arts,2
85,89,84,95,94.6,Nashik,30000.0,120,Diploma,2
74,63,73,57,84.0,Nashik,140000.0,153,Arts,2
60,59,59,54,86.4,Mumbai,100000.0,200,Commerce,2
59,54,58,67,67.2,Nashik,60000.0,98,Arts,2
53,43,52,43,55.6,Nashik,90000.0,87,Arts,2
49,65,48,55,61.8,Nashik,160000.0,92,Arts,2
88,99,87,100,100.2,Pune,30000.0,127,Diploma,2
54,59,53,62,56.0,Pune,40000.0,52,Diploma,2
63,73,62,68,78.4,Nashik,160000.0,126,Arts,2
65,65,64,63,69.2,Pune,80000.0,89,Arts,2
82,80,81,77,75.6,Nashik,190000.0,58,Diploma,2
52,57,51,56,61.2,Mumbai,10000.0,90,Diploma,2
87,84,86,85,105.2,Pune,150000.0,184,Arts,2
70,71,69,74,89.8,Nashik,160000.0,165,Diploma,2
84,83,83,78,99.2,Mumbai,20000.0,168,Arts,2
71,66,70,60,69.6,Mumbai,90000.0,81,Arts,2
63,67,62,67,91.2,Pune,20000.0,197,Arts,2
51,72,50,79,81.8,Nashik,30000.0,157,Arts,2
84,73,83,69,94.4,Pune,140000.0,163,Diploma,2
71,74,70,68,73.4,Mumbai,30000.0,84,Arts,2
74,73,73,67,82.8,Nashik,190000.0,127,Arts,2
68,59,67,62,90.8,Pune,110000.0,198,Arts,2
57,56,56,54,68.8,Mumbai,170000.0,121,Arts,2
82,93,81,93,109.0,Pune,150000.0,196,Diploma,2
57,58,56,64,77.0,Nashik,170000.0,150,Diploma,2
47,58,46,67,73.8,Mumbai,200000.0,151,Diploma,2
59,85,58,80,84.8,Pune,150000.0,142,Diploma,2
41,39,40,34,67.6,Pune,40000.0,184,Diploma,2
62,67,61,62,68.8,Nashik,150000.0,92,Diploma,2
86,83,85,86,89.2,Mumbai,110000.0,106,Diploma,2
69,71,68,65,65.4,Mumbai,130000.0,54,Diploma,2
65,59,64,53,75.2,Pune,40000.0,135,Diploma,2
68,63,67,54,68.2,Pune,120000.0,89,Arts,2
64,66,63,59,75.2,Pune,200000.0,124,Diploma,2
61,72,60,70,63.4,Mumbai,120000.0,54,Arts,2
61,56,60,55,83.8,Mumbai,100000.0,187,Arts,2
47,59,46,50,64.6,Nashik,70000.0,121,Diploma,2
73,66,72,66,66.6,Mumbai,10000.0,56,Diploma,2
50,48,49,53,77.6,Nashik,20000.0,188,Arts,2
75,68,74,64,80.8,Mumbai,100000.0,123,Diploma,2
75,66,74,73,85.8,Mumbai,80000.0,141,Commerce,2
70,56,69,51,71.4,Mumbai,20000.0,111,Diploma,2
89,88,88,82,96.4,Nashik,90000.0,135,Arts,2
67,81,66,79,90.0,Nashik,180000.0,157,Diploma,2
78,81,77,80,82.0,Nashik,120000.0,94,Commerce,2
59,73,58,69,90.2,Mumbai,120000.0,192,Diploma,2
73,83,72,76,100.8,Nashik,150000.0,200,Diploma,2
79,82,78,73,76.0,Mumbai,70000.0,68,Commerce,2
67,74,66,77,67.6,Pune,30000.0,54,Arts,2
69,66,68,60,70.0,Mumbai,140000.0,87,Diploma,2
86,81,85,80,84.8,Nashik,20000.0,92,Commerce,2
47,46,46,42,58.6,Mumbai,120000.0,112,Commerce,2
81,73,80,72,93.6,Pune,160000.0,162,Diploma,2
64,85,63,85,82.0,Nashik,120000.0,113,Diploma,2
100,92,99,97,114.8,Nashik,160000.0,186,Diploma,2
65,77,64,74,92.4,Mumbai,160000.0,182,Diploma,2
65,58,64,49,73.2,Nashik,20000.0,130,Diploma,2
53,61,52,62,62.8,Nashik,90000.0,86,Arts,2
37,56,36,47,64.2,Pune,10000.0,145,Diploma,2
79,89,78,89,105.4,Nashik,20000.0,192,Diploma,2
53,54,52,48,57.2,Mumbai,90000.0,79,Arts,2
100,100,99,100,94.2,Pune,30000.0,72,Arts,2
72,65,71,68,77.0,Pune,60000.0,109,Arts,2
53,58,52,55,55.2,Nashik,110000.0,58,Diploma,2
54,54,53,45,54.4,Mumbai,120000.0,66,Diploma,2
71,70,70,76,73.6,Nashik,70000.0,81,Diploma,2
77,90,76,91,105.8,Nashik,180000.0,195,Arts,2
75,58,74,62,65.8,Pune,40000.0,60,Arts,2
84,87,83,91,85.6,Mumbai,190000.0,83,Arts,2
26,31,25,38,48.0,Pune,170000.0,120,Diploma,2
72,67,71,65,94.0,Nashik,150000.0,195,Arts,2
77,88,76,85,83.4,Pune,40000.0,91,Arts,2
91,74,90,76,93.8,Pune,120000.0,138,Arts,2
83,85,82,90,91.4,Nashik,30000.0,117,Arts,2
63,69,62,74,89.8,Nashik,190000.0,181,Arts,2
68,86,67,84,72.6,Mumbai,180000.0,58,Arts,2
59,67,58,61,74.6,Mumbai,90000.0,128,Arts,2
90,90,89,91,111.8,Nashik,160000.0,199,Arts,2
71,76,70,83,94.2,Nashik,10000.0,171,Arts,2
76,62,75,66,89.8,Pune,100000.0,170,Arts,2
80,68,79,72,86.8,Nashik,50000.0,135,Arts,2
55,64,54,70,77.8,Nashik,30000.0,146,Arts,2
76,71,75,67,80.0,Mumbai,190000.0,111,Arts,2
73,71,72,68,88.4,Nashik,120000.0,158,Arts,2
52,59,51,56,81.2,Pune,100000.0,188,Commerce,2
68,68,67,61,84.0,Pune,10000.0,156,Arts,2
59,52,58,46,79.8,Mumbai,170000.0,184,Arts,2
49,52,48,54,61.0,Pune,30000.0,102,Arts,2
70,74,69,71,67.0,Mumbai,90000.0,51,Diploma,2
61,47,60,56,81.6,Pune,190000.0,184,Diploma,2
60,75,59,74,69.2,Nashik,60000.0,78,Diploma,2
64,53,63,57,85.8,Nashik,160000.0,192,Diploma,2
79,82,78,82,75.4,Pune,200000.0,56,Diploma,2
65,85,64,76,83.2,Pune,50000.0,126,Arts,2
64,64,63,70,71.0,Pune,30000.0,94,Diploma,2
83,83,82,90,92.0,Pune,110000.0,122,Arts,2
81,88,80,90,90.0,Pune,120000.0,111,Diploma,2
54,64,53,68,69.4,Nashik,110000.0,108,Commerce,2
68,64,67,66,82.6,Nashik,110000.0,148,Diploma,2
54,48,53,52,75.0,Nashik,20000.0,168,Diploma,2
59,78,58,76,92.2,Pune,20000.0,190,Arts,2
66,69,65,68,69.2,Mumbai,170000.0,78,Arts,2
76,71,75,72,96.0,Pune,130000.0,186,Diploma,2
74,79,73,82,89.2,Pune,190000.0,138,Diploma,2
94,87,93,92,99.4,Mumbai,200000.0,131,Arts,2
63,61,62,54,79.6,Nashik,100000.0,158,Diploma,2
95,89,94,92,109.2,Mumbai,130000.0,176,Diploma,2
40,59,39,54,63.8,Nashik,130000.0,127,Diploma,2
82,82,81,80,103.4,Nashik,10000.0,192,Commerce,2
68,70,67,66,88.0,Mumbai,150000.0,169,Diploma,2
55,59,54,54,78.8,Nashik,200000.0,172,Diploma,2
79,78,78,77,85.2,Mumbai,190000.0,114,Arts,2
86,92,85,87,92.8,Mumbai,90000.0,114,Diploma,2
76,71,75,73,89.2,Nashik,60000.0,151,Diploma,2
64,50,63,43,81.2,Mumbai,80000.0,186,Commerce,2
62,49,61,52,75.6,Mumbai,130000.0,154,Commerce,2
54,61,53,62,59.6,Pune,60000.0,68,Diploma,2
77,97,76,94,82.2,Nashik,110000.0,67,Arts,2
76,87,75,85,82.2,Nashik,90000.0,88,Arts,2
74,89,73,84,102.8,Nashik,140000.0,194,Diploma,2
66,74,65,73,83.6,Mumbai,30000.0,140,Arts,2
66,78,65,78,90.8,Mumbai,180000.0,167,Diploma,2
67,78,66,79,85.6,Mumbai,200000.0,138,Commerce,2
71,49,70,52,78.6,Pune,120000.0,151,Arts,2
91,86,90,84,96.8,Mumbai,100000.0,133,Diploma,2
69,58,68,57,77.8,Mumbai,140000.0,137,Arts,2
54,59,53,50,63.4,Nashik,20000.0,101,Diploma,2
53,52,52,49,68.0,Pune,170000.0,134,Arts,2
68,60,67,59,67.4,Pune,80000.0,83,Arts,2
56,61,55,60,66.8,Nashik,70000.0,102,Diploma,2
36,53,35,43,44.0,Pune,20000.0,53,Arts,2
29,41,28,47,39.2,Mumbai,50000.0,51,Arts,2
62,74,61,70,76.2,Nashik,80000.0,114,Arts,2
68,67,67,73,68.0,Pune,20000.0,65,Diploma,2
47,54,46,53,57.6,Pune,30000.0,88,Diploma,2
62,61,61,58,66.2,Pune,80000.0,89,Arts,2
79,88,78,94,96.6,Mumbai,170000.0,144,Diploma,2
73,69,72,68,80.0,Mumbai,60000.0,118,Diploma,2
66,83,65,83,89.0,Pune,50000.0,148,Diploma,2
51,60,50,58,64.0,Mumbai,70000.0,101,Diploma,2
51,66,50,62,67.2,Pune,90000.0,107,Arts,2
85,66,84,71,81.0,Mumbai,100000.0,99,Commerce,2
97,92,96,86,111.4,Nashik,170000.0,186,Arts,2
75,69,74,68,84.0,Pune,10000.0,134,Arts,2
79,82,78,80,76.6,Pune,200000.0,64,Arts,2
81,77,80,79,73.4,Mumbai,40000.0,50,Arts,2
82,95,81,89,107.4,Pune,100000.0,190,Arts,2
64,63,63,66,88.8,Pune,80000.0,188,Diploma,2
78,83,77,80,84.4,Pune,70000.0,104,Arts,2
92,100,91,97,108.0,Pune,20000.0,160,Arts,2
72,67,71,64,80.8,Mumbai,180000.0,130,Diploma,2
62,67,61,64,80.8,Mumbai,180000.0,150,Diploma,2
79,72,78,69,85.0,Mumbai,160000.0,127,Arts,2
79,76,78,65,83.2,Nashik,130000.0,118,Commerce,2
87,90,86,88,89.6,Nashik,20000.0,97,Diploma,2
40,48,39,50,47.2,Mumbai,160000.0,59,Diploma,2
77,62,76,64,88.6,Nashik,150000.0,164,Arts,2
53,45,52,40,64.6,Nashik,80000.0,133,Diploma,2
32,39,31,33,46.0,Nashik,70000.0,95,Arts,2
55,72,54,79,85.0,Pune,90000.0,165,Commerce,2
61,67,60,66,88.4,Nashik,40000.0,188,Arts,2
53,70,52,70,69.4,Nashik,180000.0,102,Commerce,2
73,66,72,62,89.4,Pune,80000.0,174,Science,2
74,75,73,79,72.4,Nashik,60000.0,61,Diploma,2
63,74,62,74,92.8,Mumbai,170000.0,191,Diploma,2
96,90,95,92,109.6,Mumbai,180000.0,175,Arts,2
63,80,62,80,96.2,Pune,150000.0,196,Diploma,2
48,51,47,46,69.4,Pune,130000.0,155,Commerce,2
48,43,47,45,63.6,Nashik,120000.0,135,Arts,2
92,100,91,100,104.6,Nashik,60000.0,140,Arts,2
61,71,60,78,93.0,Mumbai,10000.0,195,Diploma,2
63,48,62,47,59.4,Mumbai,110000.0,77,Arts,2
68,68,67,67,67.2,Pune,30000.0,66,Commerce,2
71,75,70,70,94.2,Mumbai,60000.0,185,Commerce,2
91,96,90,92,84.2,Pune,110000.0,52,Diploma,2
53,62,52,56,58.6,Pune,190000.0,70,Diploma,2
50,66,49,64,67.2,Mumbai,140000.0,107,Commerce,2
74,81,73,71,89.2,Pune,120000.0,147,Diploma,2
40,55,39,53,76.6,Nashik,140000.0,196,Diploma,2
61,51,60,52,78.8,Nashik,60000.0,170,Diploma,2
81,91,80,89,79.6,Mumbai,180000.0,57,Diploma,2
48,56,47,58,75.6,Nashik,130000.0,169,Diploma,2
53,61,52,68,76.8,Mumbai,100000.0,150,Diploma,2
81,97,80,96,85.2,Mumbai,140000.0,72,Arts,2
77,79,76,80,98.8,Pune,30000.0,182,Diploma,2
63,73,62,78,73.8,Pune,10000.0,93,Diploma,2
73,75,72,80,93.4,Mumbai,10000.0,167,Diploma,2
69,77,68,77,90.6,Nashik,150000.0,162,Diploma,2
65,76,64,76,79.2,Nashik,30000.0,115,Arts,2
55,73,54,73,76.8,Nashik,80000.0,129,Diploma,2
44,63,43,62,58.8,Mumbai,90000.0,82,Commerce,2
54,64,53,65,62.4,Pune,110000.0,76,Diploma,2
48,66,47,65,68.6,Pune,140000.0,117,Diploma,2
58,57,57,54,61.4,Pune,100000.0,81,Diploma,2
71,62,70,50,77.4,Nashik,190000.0,134,Diploma,2
68,68,67,64,87.8,Pune,50000.0,172,Commerce,2
74,76,73,73,93.4,Pune,190000.0,171,Arts,2
92,100,91,99,99.2,Mumbai,190000.0,114,Arts,2
56,79,55,72,80.2,Nashik,60000.0,139,Commerce,2
30,24,29,15,52.6,Pune,30000.0,165,Diploma,2
53,54,52,48,58.2,Nashik,140000.0,84,Commerce,2
69,77,68,73,78.6,Nashik,170000.0,106,Arts,2
65,82,64,81,74.6,Pune,90000.0,81,Arts,2
54,60,53,63,75.8,Mumbai,190000.0,149,Arts,2
29,29,28,30,51.6,Mumbai,50000.0,142,Diploma,2
76,78,75,80,80.8,Mumbai,90000.0,95,Arts,2
60,57,59,51,85.2,Nashik,140000.0,199,Arts,2
84,89,83,90,80.6,Nashik,130000.0,57,Arts,2
75,72,74,62,69.6,Mumbai,60000.0,65,Diploma,2
85,84,84,82,103.6,Nashik,170000.0,183,Arts,2
40,58,39,54,56.6,Nashik,190000.0,92,Diploma,2
61,64,60,62,87.2,Nashik,180000.0,189,Arts,2
58,63,57,65,84.4,Mumbai,70000.0,179,Commerce,2
69,60,68,63,85.4,Nashik,140000.0,167,Arts,2
58,59,57,66,85.8,Mumbai,10000.0,189,Diploma,2
94,90,93,91,102.4,Nashik,80000.0,144,Commerce,2
65,77,64,74,84.4,Nashik,40000.0,142,Diploma,2
82,93,81,93,99.8,Nashik,180000.0,150,Diploma,2
60,68,59,72,65.0,Nashik,120000.0,66,Arts,2
37,45,36,38,55.8,Nashik,100000.0,123,Arts,2
88,78,87,83,89.6,Nashik,180000.0,112,Commerce,2
95,81,94,84,100.2,Mumbai,170000.0,147,Arts,2
65,73,64,68,78.6,Nashik,140000.0,123,Arts,2
35,61,34,54,61.8,Nashik,10000.0,125,Diploma,2
62,63,61,56,75.0,Mumbai,10000.0,133,Diploma,2
58,51,57,52,60.2,Mumbai,80000.0,83,Diploma,2
100,96,99,86,97.6,Mumbai,190000.0,107,Diploma,2
61,58,60,62,60.0,Pune,140000.0,59,Diploma,2
100,97,99,99,90.2,Nashik,80000.0,56,Diploma,2
69,70,68,63,89.4,Nashik,10000.0,177,Diploma,2
61,48,60,46,81.6,Mumbai,200000.0,193,Arts,2
49,57,48,46,78.8,Pune,40000.0,194,Diploma,2
44,51,43,55,72.0,Nashik,140000.0,167,Science,2
67,64,66,70,76.6,Pune,70000.0,116,Arts,2
79,60,78,65,94.2,Mumbai,130000.0,189,Diploma,2
66,74,65,81,75.0,Nashik,30000.0,89,Diploma,2
75,88,74,85,78.6,Pune,80000.0,71,Diploma,2
84,84,83,80,96.4,Mumbai,150000.0,151,Diploma,2
71,74,70,64,73.8,Mumbai,110000.0,90,Arts,2
67,80,66,81,90.2,Mumbai,20000.0,157,Arts,2
80,92,79,88,93.2,Nashik,150000.0,127,Commerce,2
86,76,85,74,79.6,Nashik,10000.0,77,Diploma,2
76,74,75,73,87.6,Pune,180000.0,140,Arts,2
41,52,40,51,66.0,Nashik,40000.0,146,Diploma,2
74,88,73,90,87.2,Mumbai,180000.0,111,Arts,2
72,81,71,79,92.8,Nashik,80000.0,161,Diploma,2
74,79,73,80,79.6,Mumbai,190000.0,92,Commerce,2
70,65,69,60,69.4,Pune,160000.0,83,Diploma,2
65,81,64,81,68.2,Mumbai,70000.0,50,Diploma,2
59,70,58,65,66.8,Pune,180000.0,82,Diploma,2
64,62,63,68,63.2,Mumbai,50000.0,59,Diploma,2
50,53,49,55,70.6,Nashik,30000.0,146,Arts,2
69,79,68,81,99.4,Mumbai,80000.0,200,Diploma,2
51,56,50,53,71.2,Nashik,130000.0,146,Diploma,2
68,80,67,76,77.4,Pune,20000.0,96,Diploma,2
85,86,84,98,104.6,Mumbai,110000.0,170,Diploma,2
65,70,64,74,84.2,Pune,150000.0,148,Diploma,2
73,79,72,79,88.4,Mumbai,20000.0,139,Arts,2
62,67,61,67,69.4,Pune,140000.0,90,Commerce,2
77,67,76,64,72.4,Pune,90000.0,78,Diploma,2
69,66,68,61,90.6,Pune,50000.0,189,Arts,2
43,60,42,58,79.2,Nashik,140000.0,193,Arts,2
90,87,89,85,81.4,Pune,20000.0,56,Diploma,2
74,77,73,73,80.0,Mumbai,160000.0,103,Diploma,2
73,66,72,63,66.0,Mumbai,30000.0,56,Arts,2
55,71,54,69,62.4,Nashik,90000.0,63,Arts,2
65,69,64,67,89.2,Nashik,60000.0,181,Diploma,2
80,63,79,63,88.4,Pune,180000.0,157,Arts,2
50,60,49,60,67.4,Pune,140000.0,118,Diploma,2
63,73,62,71,68.2,Pune,80000.0,72,Arts,2
77,85,76,87,79.8,Mumbai,180000.0,74,Arts,2
73,74,72,61,83.4,Nashik,130000.0,137,Arts,2
81,72,80,77,93.2,Pune,130000.0,156,Diploma,2
66,76,65,68,90.8,Pune,140000.0,179,Arts,2
52,57,51,50,66.6,Pune,120000.0,123,Diploma,2
69,78,68,76,74.8,Nashik,130000.0,83,Diploma,2
65,84,64,84,70.0,Mumbai,150000.0,53,Arts,2
69,77,68,78,87.8,Mumbai,190000.0,147,Diploma,2
50,64,49,66,79.6,Pune,140000.0,169,Arts,2
73,78,72,76,77.2,Nashik,160000.0,87,Arts,2
70,82,69,76,85.0,Nashik,160000.0,128,Arts,2
81,75,80,78,98.6,Nashik,100000.0,179,Arts,2
63,61,62,60,76.6,Pune,160000.0,137,Diploma,2
67,72,66,74,70.4,Nashik,190000.0,73,Diploma,2
60,68,59,60,87.4,Pune,160000.0,190,Diploma,2
62,55,61,54,70.2,Pune,90000.0,119,Diploma,2
29,40,28,44,42.2,Nashik,100000.0,70,Diploma,2
62,66,61,68,70.8,Pune,110000.0,97,Diploma,2
94,99,93,100,95.8,Pune,90000.0,93,Arts,2
85,75,84,68,97.0,Nashik,120000.0,173,Diploma,2
77,78,76,73,72.6,Mumbai,80000.0,59,Diploma,2
53,58,52,44,54.6,Mumbai,150000.0,66,Diploma,2
93,90,92,83,90.6,Nashik,40000.0,95,Arts,2
49,53,48,53,63.8,Nashik,60000.0,116,Arts,2
73,76,72,78,81.6,Mumbai,20000.0,109,Arts,2
66,74,65,81,93.6,Mumbai,180000.0,182,Diploma,2
77,77,76,73,81.0,Mumbai,30000.0,102,Arts,2
49,63,48,56,72.0,Nashik,100000.0,144,Diploma,2
79,89,78,86,101.8,Nashik,30000.0,177,Diploma,2
75,82,74,90,75.6,Nashik,200000.0,57,Diploma,2
59,72,58,70,81.2,Pune,120000.0,147,Arts,2
57,78,56,79,79.6,Nashik,80000.0,128,Diploma,2
66,66,65,59,63.6,Nashik,20000.0,62,Arts,2
79,81,78,82,89.0,Nashik,190000.0,125,Diploma,2
57,67,56,72,62.2,Mumbai,80000.0,59,Diploma,2
87,84,86,87,84.4,Pune,150000.0,78,Arts,2
63,64,62,67,87.8,Nashik,90000.0,183,Diploma,2
59,63,58,64,73.6,Mumbai,80000.0,124,Diploma,2
62,72,61,65,76.8,Pune,110000.0,124,Diploma,2
46,34,45,36,71.6,Mumbai,30000.0,197,Diploma,2
66,59,65,52,75.8,Mumbai,30000.0,137,Arts,2
89,87,88,79,105.6,Pune,180000.0,185,Diploma,2
42,61,41,58,65.4,Nashik,130000.0,125,Diploma,2
93,84,92,90,95.4,Mumbai,40000.0,118,Diploma,2
80,85,79,85,100.8,Nashik,80000.0,175,Commerce,2
98,100,97,99,97.6,Pune,90000.0,94,Diploma,2
81,81,80,84,92.0,Mumbai,20000.0,134,Arts,2
60,70,59,74,85.0,Pune,10000.0,162,Commerce,2
76,94,75,87,81.0,Pune,10000.0,73,Diploma,2
73,78,72,72,73.4,Nashik,170000.0,72,Arts,2
96,96,95,99,93.8,Pune,40000.0,83,Commerce,2
76,76,75,74,98.4,Pune,190000.0,191,Commerce,2
91,73,90,80,97.8,Mumbai,190000.0,155,Diploma,2
62,72,61,70,75.2,Pune,170000.0,111,Diploma,2
55,59,54,59,63.4,Nashik,130000.0,90,Diploma,2
74,90,73,88,91.8,Mumbai,50000.0,134,Diploma,2
50,48,49,42,62.6,Pune,30000.0,124,Arts,2
47,43,46,41,68.0,Nashik,10000.0,163,Diploma,2
81,74,80,71,74.0,Nashik,190000.0,64,Diploma,2
65,75,64,77,94.2,Pune,100000.0,190,Diploma,2
68,51,67,57,76.6,Mumbai,140000.0,140,Commerce,2
73,92,72,84,86.2,Nashik,50000.0,110,Arts,2
53,39,52,37,70.4,Nashik,190000.0,171,Arts,2
68,77,67,80,74.6,Mumbai,100000.0,81,Diploma,2
55,46,54,43,59.6,Mumbai,130000.0,100,Diploma,2
87,89,86,94,87.0,Nashik,60000.0,79,Diploma,2
55,47,54,44,55.8,Nashik,130000.0,79,Arts,2
53,58,52,57,76.2,Pune,180000.0,161,Diploma,2
67,57,66,59,70.0,Pune,50000.0,101,Arts,2
92,79,91,84,92.2,Pune,20000.0,115,Diploma,2
53,66,52,73,65.6,Mumbai,180000.0,84,Arts,2
81,71,80,73,83.2,Mumbai,40000.0,111,Diploma,2
61,60,60,55,65.4,Pune,110000.0,91,Commerce,2
80,73,79,72,87.6,Nashik,120000.0,134,Commerce,2
37,57,36,56,75.6,Mumbai,110000.0,192,Diploma,2
81,84,80,82,77.4,Nashik,10000.0,60,Diploma,2
59,73,58,72,89.0,Pune,140000.0,183,Arts,2
55,55,54,47,57.8,Pune,160000.0,78,Commerce,2
72,79,71,74,80.0,Nashik,200000.0,104,Diploma,2
69,75,68,71,70.8,Nashik,170000.0,71,Arts,2
69,64,68,68,89.4,Pune,80000.0,178,Commerce,2
50,60,49,59,83.0,Nashik,190000.0,197,Diploma,2
87,84,86,86,83.0,Mumbai,20000.0,72,Diploma,2
71,69,70,68,84.0,Nashik,70000.0,142,Diploma,2
68,72,67,65,88.6,Pune,40000.0,171,Arts,2
79,77,78,75,100.0,Pune,130000.0,191,Arts,2
77,90,76,85,101.4,Nashik,170000.0,179,Arts,2
58,55,57,53,77.6,Nashik,30000.0,165,Diploma,2
84,95,83,92,98.0,Nashik,20000.0,136,Arts,2
55,58,54,52,55.4,Mumbai,20000.0,58,Diploma,2
70,68,69,72,79.4,Pune,130000.0,118,Arts,2
52,59,51,65,68.0,Pune,200000.0,113,Diploma,2
69,77,68,77,87.0,Nashik,100000.0,144,Diploma,2
53,72,52,64,83.6,Pune,170000.0,177,Diploma,2
48,58,47,54,58.0,Pune,190000.0,83,Arts,2
78,81,77,86,90.2,Nashik,200000.0,129,Diploma,2
62,62,61,63,61.4,Nashik,100000.0,59,Diploma,2
60,63,59,59,63.0,Pune,180000.0,74,Diploma,2
74,72,73,72,70.6,Mumbai,110000.0,62,Arts,2
58,75,57,77,80.8,Pune,90000.0,137,Commerce,2
76,62,75,60,90.6,Nashik,190000.0,180,Diploma,2
68,71,67,75,88.8,Nashik,70000.0,163,Diploma,2
58,60,57,57,83.2,Pune,90000.0,184,Diploma,2
52,48,51,49,59.2,Nashik,20000.0,96,Arts,2
75,73,74,74,93.2,Nashik,170000.0,170,Commerce,2
52,67,51,72,80.6,Mumbai,20000.0,161,Arts,2
62,78,61,79,67.0,Pune,130000.0,55,Diploma,2
66,65,65,60,61.4,Mumbai,50000.0,51,Diploma,2
49,58,48,55,65.6,Pune,100000.0,118,Diploma,2
66,72,65,70,65.4,Nashik,190000.0,54,Diploma,2
35,44,34,43,63.4,Nashik,110000.0,161,Diploma,2
72,79,71,82,76.0,Nashik,140000.0,76,Arts,2
94,85,93,82,84.2,Pune,110000.0,67,Diploma,2
46,56,45,57,63.4,Nashik,30000.0,113,Diploma,2
77,90,76,84,92.8,Mumbai,90000.0,137,Diploma,2
76,85,75,82,92.0,Mumbai,160000.0,142,Diploma,2
52,59,51,62,55.2,Nashik,200000.0,52,Arts,2
91,81,90,79,88.4,Nashik,190000.0,101,Arts,2
32,51,31,44,55.8,Mumbai,110000.0,121,Arts,2
72,79,71,77,93.8,Mumbai,130000.0,170,Diploma,2
19,38,18,32,46.8,Pune,190000.0,127,Diploma,2
68,65,67,61,71.8,Pune,50000.0,98,Arts,2
52,65,51,61,61.4,Mumbai,170000.0,78,Diploma,2
48,62,47,60,74.4,Nashik,150000.0,155,Commerce,2
60,66,59,70,66.0,Nashik,40000.0,75,Diploma,2
66,74,65,69,94.0,Nashik,150000.0,196,Diploma,2
89,84,88,77,86.4,Nashik,70000.0,94,Diploma,2
42,52,41,51,62.8,Mumbai,170000.0,128,Arts,2
57,68,56,73,70.2,Mumbai,110000.0,97,Diploma,2
70,70,69,70,86.6,Pune,170000.0,154,Arts,2
70,84,69,81,80.6,Pune,80000.0,99,Arts,2
69,60,68,54,85.4,Mumbai,100000.0,176,Arts,3
52,55,51,57,59.8,Nashik,90000.0,84,Diploma,3
67,73,66,68,87.2,Pune,70000.0,162,Arts,3
76,80,75,73,88.6,Pune,160000.0,139,Arts,3
87,94,86,95,93.8,Pune,130000.0,107,Arts,3
82,85,81,87,104.8,Pune,150000.0,189,Commerce,3
73,76,72,78,93.2,Pune,50000.0,167,Diploma,3
75,81,74,74,87.6,Mumbai,200000.0,134,Diploma,3
64,74,63,75,71.2,Nashik,200000.0,80,Diploma,3
41,45,40,40,51.0,Pune,150000.0,89,Diploma,3
90,75,89,69,101.0,Pune,50000.0,182,Commerce,3
59,54,58,51,68.6,Mumbai,130000.0,121,Arts,3
51,31,50,36,64.4,Mumbai,130000.0,154,Diploma,3
45,47,44,49,75.6,Nashik,200000.0,193,Arts,3
54,64,53,67,82.0,Mumbai,140000.0,172,Arts,3
87,84,86,76,95.8,Mumbai,100000.0,146,Commerce,3
72,80,71,83,92.4,Nashik,20000.0,156,Diploma,3
94,86,93,87,111.8,Pune,40000.0,199,Arts,3
45,59,44,64,72.2,Nashik,150000.0,149,Arts,3
61,70,60,76,86.4,Pune,60000.0,165,Arts,3
60,72,59,68,63.6,Mumbai,10000.0,59,Diploma,3
